,Default,purpose,dti_n,home_ownership,revenue,loan_amnt,addr_state,fico_n
905820,0,major_purchase,24.14,MORTGAGE,106000.0,6400,TX,667.0
905821,1,credit_card,14.91,MORTGAGE,102000.0,21000,FL,687.0
905822,0,home_improvement,13.32,MORTGAGE,50000.0,15000,CA,662.0
905823,0,credit_card,24.34,RENT,60000.0,27000,CA,727.0
905824,0,credit_card,7.76,RENT,97992.0,22000,CA,702.0
905825,1,debt_consolidation,35.48,RENT,129000.0,18000,MA,687.0
905826,0,debt_consolidation,39.71,MORTGAGE,78000.0,32000,GA,697.0
905827,0,debt_consolidation,18.44,RENT,90000.0,10000,FL,702.0
905828,0,major_purchase,10.57,MORTGAGE,150000.0,40000,CA,667.0
905829,0,car,25.27,MORTGAGE,196000.0,5000,NV,732.0
905830,0,home_improvement,21.63,MORTGAGE,53000.0,10000,MO,702.0
905831,0,credit_card,30.33,MORTGAGE,110000.0,12000,IL,697.0
905832,0,small_business,6.32,RENT,39900.0,3000,UT,687.0
905833,0,other,27.53,RENT,65000.0,7500,LA,672.0
905834,0,credit_card,12.98,OWN,68250.0,12400,SC,767.0
905835,0,home_improvement,5.59,MORTGAGE,200000.0,20000,CA,762.0
905836,0,credit_card,13.85,MORTGAGE,126200.0,5300,IN,737.0
905837,0,debt_consolidation,22.27,MORTGAGE,75920.0,20000,CA,732.0
905838,0,debt_consolidation,8.46,RENT,44000.0,5000,CA,682.0
905839,0,credit_card,17.84,OWN,45000.0,5000,CA,697.0
905840,0,car,16.64,OWN,129996.0,15000,FL,732.0
905841,0,debt_consolidation,2.32,RENT,46000.0,2500,RI,687.0
905842,0,debt_consolidation,22.75,RENT,130000.0,30000,ME,692.0
905843,1,credit_card,26.07,RENT,68000.0,31200,GA,712.0
905844,0,debt_consolidation,13.71,MORTGAGE,151000.0,28000,VA,662.0
905845,0,debt_consolidation,15.57,MORTGAGE,182000.0,11525,IL,717.0
905846,1,debt_consolidation,36.23,MORTGAGE,91000.0,12800,FL,712.0
905847,0,house,1.98,MORTGAGE,47974.0,10000,AZ,707.0
905848,0,credit_card,24.87,MORTGAGE,73000.0,15000,GA,812.0
905849,0,debt_consolidation,31.01,MORTGAGE,100000.0,36000,HI,702.0
905850,0,credit_card,20.36,MORTGAGE,117000.0,6400,NY,692.0
905851,0,debt_consolidation,23.84,MORTGAGE,200000.0,25000,GA,777.0
905852,1,credit_card,12.93,OWN,40000.0,1000,CO,692.0
905853,0,vacation,31.8,MORTGAGE,42000.0,4000,TN,712.0
905854,0,debt_consolidation,29.2,MORTGAGE,98400.0,12000,KY,772.0
905855,1,credit_card,34.08,RENT,40000.0,12000,OH,677.0
905856,0,other,35.41,MORTGAGE,115000.0,21600,MD,737.0
905857,0,debt_consolidation,65.1,MORTGAGE,156000.0,35000,GA,682.0
905858,0,major_purchase,25.31,RENT,43000.0,4000,FL,667.0
905859,1,credit_card,22.64,MORTGAGE,175000.0,25000,GA,702.0
905860,0,credit_card,19.0,OWN,24000.0,6000,TN,742.0
905861,1,debt_consolidation,21.91,OWN,78000.0,29000,NJ,662.0
905862,1,credit_card,16.84,RENT,60000.0,32800,NY,732.0
905863,0,debt_consolidation,16.91,RENT,40461.0,7500,FL,682.0
905864,0,debt_consolidation,9.79,RENT,45000.0,5000,NE,737.0
905865,1,other,18.93,MORTGAGE,40204.0,20000,GA,667.0
905866,0,debt_consolidation,34.04,MORTGAGE,90821.56,25000,AL,707.0
905867,0,debt_consolidation,34.37,MORTGAGE,55000.0,16000,MI,727.0
905868,0,credit_card,29.38,MORTGAGE,66000.0,21925,NY,677.0
905869,0,home_improvement,28.83,MORTGAGE,90000.0,15000,MA,677.0
905870,0,debt_consolidation,25.73,RENT,48000.0,12600,MI,672.0
905871,1,moving,22.73,RENT,39000.0,6000,OH,697.0
905872,0,debt_consolidation,5.41,OWN,130000.0,40000,NY,717.0
905873,0,debt_consolidation,11.84,RENT,116000.0,10000,OK,787.0
905874,1,other,31.11,MORTGAGE,37000.0,20000,GA,707.0
905875,0,major_purchase,4.26,MORTGAGE,60000.0,4000,TX,792.0
905876,1,debt_consolidation,1.13,OWN,32000.0,16000,FL,662.0
905877,0,debt_consolidation,23.76,RENT,79200.0,25000,NY,702.0
905878,0,debt_consolidation,18.03,MORTGAGE,46000.0,8000,FL,732.0
905879,0,debt_consolidation,21.32,MORTGAGE,60000.0,30000,IL,722.0
905880,0,home_improvement,16.99,MORTGAGE,90000.0,18000,MA,742.0
905881,0,credit_card,5.71,OWN,56093.76,15000,TX,677.0
905882,1,debt_consolidation,22.84,OWN,126000.0,35000,NC,717.0
905883,0,credit_card,38.29,RENT,75500.0,10000,NH,727.0
905884,1,debt_consolidation,9.2,MORTGAGE,88000.0,25000,RI,702.0
905885,0,debt_consolidation,25.67,RENT,27960.0,6000,OK,687.0
905886,0,home_improvement,10.33,OWN,48000.0,1200,MI,662.0
905887,1,home_improvement,18.76,OWN,93777.0,12000,CA,767.0
905888,0,major_purchase,3.56,MORTGAGE,28000.0,1800,TN,677.0
905889,0,home_improvement,10.53,MORTGAGE,89000.0,1500,CA,677.0
905890,1,credit_card,15.14,MORTGAGE,100000.0,20000,WV,717.0
905891,0,debt_consolidation,27.12,MORTGAGE,50000.0,16500,GA,727.0
905892,0,small_business,17.62,MORTGAGE,140000.0,10000,WI,727.0
905893,0,debt_consolidation,17.48,MORTGAGE,80000.0,10000,AZ,727.0
905894,1,major_purchase,8.87,MORTGAGE,200000.0,9600,TX,672.0
905895,0,debt_consolidation,11.29,MORTGAGE,350000.0,30875,IL,737.0
905896,1,debt_consolidation,34.0,RENT,60000.0,24000,CA,702.0
905897,0,other,25.45,RENT,37918.0,1500,CA,697.0
905898,1,debt_consolidation,4.45,OWN,52000.0,5000,NY,662.0
905899,1,major_purchase,6.05,OWN,126000.0,35000,NJ,707.0
905900,1,debt_consolidation,1.88,RENT,100000.0,10000,NY,662.0
905901,0,credit_card,8.18,MORTGAGE,60000.0,10500,MI,662.0
905902,0,credit_card,7.29,MORTGAGE,29814.0,6000,SC,782.0
905903,0,home_improvement,18.52,MORTGAGE,111000.0,3000,IL,692.0
905904,0,credit_card,23.44,RENT,45000.0,10000,PA,737.0
905905,0,debt_consolidation,15.13,MORTGAGE,114500.0,12000,NJ,697.0
905906,1,debt_consolidation,33.07,MORTGAGE,70000.0,20000,NM,692.0
905907,0,debt_consolidation,17.93,MORTGAGE,98000.0,17000,NC,757.0
905908,0,major_purchase,22.29,MORTGAGE,70000.0,15000,TN,787.0
905909,0,debt_consolidation,27.79,MORTGAGE,63000.0,25000,MI,727.0
905910,0,debt_consolidation,15.55,MORTGAGE,136000.0,12000,MS,752.0
905911,0,credit_card,25.89,MORTGAGE,63000.0,20000,CO,672.0
905912,0,other,4.82,OWN,65000.0,28000,NJ,677.0
905913,0,credit_card,22.64,MORTGAGE,62500.0,15000,WI,677.0
905914,0,credit_card,23.3,MORTGAGE,175000.0,10500,CO,777.0
905915,0,medical,38.94,OWN,170000.0,25000,NJ,687.0
905916,0,credit_card,14.34,MORTGAGE,135000.0,20000,FL,682.0
905917,0,credit_card,10.15,RENT,40000.0,3850,NY,667.0
905918,0,home_improvement,13.81,MORTGAGE,85000.0,31500,MO,777.0
905919,0,credit_card,29.76,RENT,92500.0,40000,CO,712.0
905920,0,debt_consolidation,24.22,RENT,56000.0,3000,TX,722.0
905921,0,house,9.69,MORTGAGE,135000.0,37200,MO,692.0
905922,0,credit_card,14.58,RENT,46000.0,2000,AZ,712.0
905923,0,debt_consolidation,34.86,MORTGAGE,140000.0,26000,TX,682.0
905924,0,debt_consolidation,23.94,RENT,59000.0,25000,OH,677.0
905925,0,debt_consolidation,23.97,OWN,76000.0,10275,PA,762.0
905926,0,credit_card,1.67,RENT,36000.0,1000,CA,762.0
905927,0,credit_card,24.16,RENT,90000.0,29000,CO,682.0
905928,0,debt_consolidation,0.84,RENT,35686.0,13000,NY,662.0
905929,0,medical,23.04,MORTGAGE,115000.0,12000,CO,682.0
905930,0,credit_card,9.98,MORTGAGE,58000.0,24000,FL,692.0
905931,0,credit_card,30.74,MORTGAGE,56888.0,15000,PA,702.0
905932,0,debt_consolidation,10.18,MORTGAGE,95000.0,21000,IN,712.0
905933,0,debt_consolidation,29.91,MORTGAGE,190000.0,30000,NJ,757.0
905934,0,debt_consolidation,20.9,MORTGAGE,53000.0,10000,WY,752.0
905935,1,debt_consolidation,23.81,RENT,82000.0,35000,TX,672.0
905936,0,home_improvement,16.31,MORTGAGE,144000.0,30000,FL,667.0
905937,1,debt_consolidation,19.79,MORTGAGE,350000.0,30000,FL,667.0
905938,0,debt_consolidation,28.34,RENT,62000.0,30000,CT,787.0
905939,0,debt_consolidation,24.68,MORTGAGE,72000.0,30000,HI,692.0
905940,0,house,1.98,OWN,72000.0,6000,CA,667.0
905941,1,debt_consolidation,36.39,MORTGAGE,43000.0,9600,FL,682.0
905942,0,credit_card,5.09,RENT,48128.0,7200,WA,672.0
905943,0,credit_card,17.0,MORTGAGE,55000.0,8400,MD,662.0
905944,0,credit_card,16.25,RENT,67600.0,6000,NC,667.0
905945,1,debt_consolidation,19.85,RENT,109000.0,2000,WA,692.0
905946,1,debt_consolidation,2.57,OWN,70000.0,10000,SC,677.0
905947,0,other,25.63,OWN,110000.0,30000,MO,697.0
905948,1,credit_card,16.65,MORTGAGE,120000.0,19000,CA,727.0
905949,0,other,8.55,RENT,76000.0,40000,FL,782.0
905950,1,moving,19.32,RENT,30000.0,12000,NJ,667.0
905951,0,debt_consolidation,10.96,MORTGAGE,150000.0,30000,KS,697.0
905952,0,credit_card,6.6,MORTGAGE,86000.0,8000,NV,737.0
905953,1,debt_consolidation,15.72,MORTGAGE,50000.0,4000,TX,672.0
905954,0,debt_consolidation,9.46,RENT,50000.0,15000,FL,692.0
905955,1,debt_consolidation,22.48,RENT,38395.0,16000,NC,677.0
905956,0,house,0.57,RENT,73200.0,40000,FL,807.0
905957,1,debt_consolidation,50.42,MORTGAGE,105000.0,30000,VT,742.0
905958,0,credit_card,17.33,MORTGAGE,50000.0,25000,FL,662.0
905959,0,other,32.37,MORTGAGE,40000.0,4000,OR,757.0
905960,1,debt_consolidation,25.51,MORTGAGE,54000.0,15000,NJ,667.0
905961,0,home_improvement,8.91,MORTGAGE,71000.0,18000,CO,747.0
905962,0,debt_consolidation,28.05,MORTGAGE,45000.0,23000,OK,672.0
905963,0,credit_card,12.92,MORTGAGE,192000.0,40000,MD,692.0
905964,0,debt_consolidation,12.67,MORTGAGE,43000.0,14000,IN,777.0
905966,0,major_purchase,122.42,MORTGAGE,203000.0,9600,IN,677.0
905967,0,other,5.4,RENT,70000.0,10000,IN,677.0
905968,0,debt_consolidation,23.68,RENT,41300.0,11000,NE,677.0
905969,0,credit_card,25.87,RENT,20000.0,5000,MN,737.0
905970,0,other,10.42,OWN,47000.0,6000,MI,807.0
905971,0,home_improvement,27.67,MORTGAGE,34000.0,5600,TX,772.0
905972,0,debt_consolidation,24.28,MORTGAGE,101700.0,5000,AZ,732.0
905973,0,debt_consolidation,33.13,MORTGAGE,101000.0,5600,VA,682.0
905974,1,debt_consolidation,29.22,RENT,180000.0,25000,GA,697.0
905975,0,debt_consolidation,8.85,MORTGAGE,140000.0,8500,CT,692.0
905976,0,debt_consolidation,21.76,MORTGAGE,216000.0,33925,OH,777.0
905977,0,debt_consolidation,12.94,MORTGAGE,75000.0,10000,SC,707.0
905978,0,other,7.25,RENT,71000.0,2200,NY,742.0
905979,0,debt_consolidation,17.82,RENT,68000.0,30000,NV,717.0
905980,0,credit_card,27.1,MORTGAGE,56915.0,24975,VA,687.0
905981,0,credit_card,26.26,MORTGAGE,60000.0,8000,KY,767.0
905982,0,debt_consolidation,42.39,MORTGAGE,102000.0,20000,OH,722.0
905983,0,home_improvement,20.8,MORTGAGE,83000.0,20000,FL,722.0
905984,0,debt_consolidation,23.55,MORTGAGE,56000.0,20000,MI,752.0
905985,0,other,9.07,MORTGAGE,49500.0,6000,FL,702.0
905986,1,debt_consolidation,23.95,RENT,38691.88,14400,CA,682.0
905987,0,other,16.15,RENT,52000.0,14400,UT,692.0
905988,0,other,11.7,OWN,92000.0,4800,FL,692.0
905989,0,debt_consolidation,31.26,OWN,150000.0,20000,TX,737.0
905990,0,debt_consolidation,23.78,MORTGAGE,120000.0,20000,CO,677.0
905991,0,debt_consolidation,66.91,RENT,85000.0,6000,NY,702.0
905992,0,debt_consolidation,6.14,RENT,35000.0,4500,CA,722.0
905993,0,credit_card,28.49,RENT,140000.0,7500,NY,662.0
905994,0,debt_consolidation,15.84,RENT,50000.0,15000,OR,712.0
905995,0,debt_consolidation,17.2,MORTGAGE,86500.0,16000,MI,702.0
905996,0,home_improvement,5.88,MORTGAGE,85300.0,25000,MA,817.0
905997,0,home_improvement,2.93,MORTGAGE,125000.0,5000,VA,682.0
905998,0,credit_card,26.11,RENT,20000.0,4000,CO,667.0
905999,0,home_improvement,33.49,MORTGAGE,57400.0,18000,NY,787.0
906000,0,home_improvement,35.58,MORTGAGE,105000.0,8000,FL,767.0
906001,0,home_improvement,23.45,MORTGAGE,71340.0,5000,WA,672.0
906002,1,debt_consolidation,27.42,MORTGAGE,148000.0,35000,PA,662.0
906003,0,home_improvement,17.94,MORTGAGE,110000.0,6000,MD,667.0
906004,0,debt_consolidation,19.62,RENT,55000.0,23500,NJ,772.0
906005,0,credit_card,12.09,MORTGAGE,120000.0,12000,AZ,687.0
906006,0,home_improvement,8.81,MORTGAGE,85000.0,8400,UT,712.0
906007,0,car,38.6,MORTGAGE,67000.0,5500,TN,732.0
906008,0,debt_consolidation,11.03,MORTGAGE,59000.0,15000,ND,782.0
906009,1,debt_consolidation,21.95,MORTGAGE,90000.0,16000,NV,712.0
906010,0,debt_consolidation,15.37,RENT,67000.0,12000,PA,737.0
906011,0,debt_consolidation,15.35,MORTGAGE,77875.0,4000,PA,772.0
906012,0,debt_consolidation,8.72,OWN,110000.0,20000,NY,702.0
906013,0,home_improvement,0.5,RENT,60000.0,20000,SC,737.0
906014,0,credit_card,24.51,RENT,26400.0,10000,LA,692.0
906015,0,home_improvement,17.27,MORTGAGE,51000.0,3000,MS,667.0
906016,1,debt_consolidation,19.1,RENT,70000.0,15000,NC,692.0
906017,0,debt_consolidation,15.11,RENT,84500.0,25000,FL,717.0
906018,0,vacation,30.42,MORTGAGE,60000.0,5000,MD,717.0
906019,0,debt_consolidation,10.42,RENT,60000.0,2700,MN,697.0
906020,0,debt_consolidation,8.91,RENT,92000.0,24000,FL,662.0
906021,0,credit_card,28.95,MORTGAGE,54056.0,25000,KY,787.0
906022,0,house,20.35,MORTGAGE,43000.0,28000,SD,672.0
906023,0,moving,39.03,MORTGAGE,43500.0,15475,AZ,717.0
906024,0,debt_consolidation,8.87,RENT,272000.0,23675,FL,682.0
906025,0,debt_consolidation,11.42,MORTGAGE,120000.0,12000,AL,697.0
906026,1,debt_consolidation,42.72,RENT,60000.0,1500,MN,687.0
906027,0,debt_consolidation,21.22,MORTGAGE,128000.0,24000,CO,717.0
906028,1,debt_consolidation,35.55,MORTGAGE,115000.0,20000,CA,722.0
906029,0,debt_consolidation,30.0,OWN,71000.0,15000,FL,732.0
906030,1,home_improvement,16.47,MORTGAGE,65000.0,30000,OH,662.0
906031,0,credit_card,11.21,RENT,90000.0,18000,NY,687.0
906032,0,major_purchase,11.5,RENT,50000.0,5000,MA,767.0
906033,0,other,1.88,OWN,65000.0,4325,OH,677.0
906034,0,debt_consolidation,4.07,RENT,89000.0,30000,OR,742.0
906035,0,debt_consolidation,24.76,RENT,65000.0,10000,CA,662.0
906036,0,debt_consolidation,21.39,MORTGAGE,65751.0,15000,MD,742.0
906037,0,debt_consolidation,24.2,MORTGAGE,72000.0,35000,IL,712.0
906038,0,credit_card,22.24,RENT,60000.0,8000,CA,727.0
906039,0,major_purchase,15.85,RENT,33000.0,4000,FL,687.0
906040,1,debt_consolidation,30.81,MORTGAGE,43000.0,7000,MA,667.0
906041,0,credit_card,39.92,MORTGAGE,140000.0,30000,TX,682.0
906042,0,debt_consolidation,16.55,RENT,48000.0,14000,WA,682.0
906043,0,debt_consolidation,14.54,MORTGAGE,375000.0,21650,FL,677.0
906044,0,debt_consolidation,25.31,MORTGAGE,125000.0,40000,CA,737.0
906045,0,credit_card,30.31,RENT,42000.0,12000,ND,722.0
906046,0,debt_consolidation,26.75,RENT,65000.0,15000,NY,677.0
906047,0,debt_consolidation,10.44,MORTGAGE,100000.0,5000,OK,667.0
906048,0,debt_consolidation,32.68,RENT,43000.0,10000,NY,662.0
906049,0,debt_consolidation,22.66,RENT,25000.0,4800,CA,672.0
906050,0,debt_consolidation,10.96,MORTGAGE,170000.0,35000,MN,702.0
906051,0,home_improvement,44.25,OWN,103900.0,14000,GA,697.0
906052,0,debt_consolidation,19.13,MORTGAGE,140000.0,35000,NJ,677.0
906053,0,credit_card,7.14,RENT,75130.0,26000,CA,717.0
906054,0,debt_consolidation,18.28,OWN,58000.0,24500,FL,732.0
906055,0,other,1.37,MORTGAGE,55000.0,5500,TX,817.0
906056,1,debt_consolidation,19.31,RENT,240000.0,35000,NY,677.0
906057,0,home_improvement,6.59,MORTGAGE,168000.0,6000,CA,822.0
906058,1,debt_consolidation,33.23,MORTGAGE,45000.0,24750,CA,707.0
906059,0,debt_consolidation,13.13,MORTGAGE,180000.0,20000,PA,712.0
906060,1,other,9.18,RENT,72000.0,2000,NY,667.0
906061,0,credit_card,3.92,MORTGAGE,53000.0,3000,MO,732.0
906062,1,other,1.68,RENT,25000.0,1000,CO,702.0
906063,0,home_improvement,31.94,MORTGAGE,72600.0,10925,OR,752.0
906064,0,credit_card,16.94,RENT,44500.0,6500,NY,667.0
906065,0,home_improvement,27.72,MORTGAGE,80000.0,6000,MD,667.0
906066,0,credit_card,18.16,RENT,53000.0,15000,TX,697.0
906067,1,home_improvement,20.84,MORTGAGE,90000.0,14000,KS,672.0
906068,0,debt_consolidation,19.67,MORTGAGE,98000.0,11000,NM,722.0
906069,0,debt_consolidation,10.63,MORTGAGE,106000.0,20000,CA,667.0
906070,0,debt_consolidation,15.75,RENT,118000.0,24000,FL,737.0
906071,0,home_improvement,17.08,OWN,99000.0,1000,PA,747.0
906072,0,car,25.63,MORTGAGE,51000.0,2000,MO,667.0
906073,0,debt_consolidation,11.9,RENT,120000.0,10000,CO,677.0
906074,1,debt_consolidation,18.25,RENT,129000.0,20000,CA,662.0
906075,0,debt_consolidation,12.57,MORTGAGE,32000.0,10000,AR,667.0
906076,0,debt_consolidation,19.23,MORTGAGE,80000.0,25000,FL,807.0
906077,0,debt_consolidation,18.31,RENT,150000.0,10000,NY,712.0
906078,0,debt_consolidation,19.55,MORTGAGE,110000.0,19000,TX,672.0
906079,0,home_improvement,14.73,MORTGAGE,140000.0,4800,IN,672.0
906080,0,debt_consolidation,10.58,RENT,75000.0,5000,NV,702.0
906081,1,debt_consolidation,12.23,RENT,42000.0,20000,OR,722.0
906082,0,credit_card,13.01,MORTGAGE,99000.0,15000,TX,697.0
906083,0,home_improvement,12.45,MORTGAGE,49144.0,3000,VA,692.0
906084,1,debt_consolidation,15.2,OWN,9000.0,10725,NM,752.0
906085,0,credit_card,18.88,MORTGAGE,90000.0,20000,CO,697.0
906086,0,debt_consolidation,9.13,MORTGAGE,140000.0,5750,MD,692.0
906087,0,credit_card,9.48,RENT,85437.75,20000,WA,722.0
906088,0,debt_consolidation,14.24,MORTGAGE,65000.0,35000,FL,712.0
906089,0,debt_consolidation,7.74,OWN,63840.0,9600,KY,717.0
906090,0,debt_consolidation,21.11,MORTGAGE,85000.0,35000,NY,712.0
906091,1,debt_consolidation,19.46,RENT,96000.0,15000,PA,697.0
906092,0,debt_consolidation,19.57,OWN,46000.0,21600,ND,682.0
906093,0,other,20.75,RENT,38400.0,6000,PA,692.0
906094,0,debt_consolidation,9.72,MORTGAGE,194000.0,15000,CA,677.0
906095,0,other,25.58,MORTGAGE,60000.0,6400,LA,712.0
906096,0,debt_consolidation,26.97,MORTGAGE,80000.0,21000,TN,702.0
906097,0,credit_card,6.99,RENT,40000.0,5000,AZ,757.0
906098,1,home_improvement,32.34,OWN,40000.0,19375,NY,722.0
906099,0,credit_card,17.68,MORTGAGE,75000.0,5000,NJ,672.0
906100,0,credit_card,13.2,MORTGAGE,36000.0,20000,GA,692.0
906101,1,debt_consolidation,17.94,OWN,39000.0,10000,MI,702.0
906102,0,debt_consolidation,28.11,MORTGAGE,143000.0,40000,TN,722.0
906103,0,debt_consolidation,17.8,MORTGAGE,70000.0,25000,CA,692.0
906104,0,credit_card,22.06,MORTGAGE,60000.0,20000,CA,697.0
906105,0,debt_consolidation,27.11,MORTGAGE,58000.0,6000,PA,662.0
906106,0,debt_consolidation,11.81,MORTGAGE,150000.0,8000,NJ,687.0
906107,0,moving,15.09,RENT,64000.0,2000,FL,717.0
906108,0,major_purchase,11.79,MORTGAGE,70000.0,40000,MD,727.0
906109,0,other,5.89,RENT,33000.0,15000,VT,762.0
906110,1,car,15.62,RENT,45000.0,7500,FL,667.0
906111,1,other,26.84,RENT,41500.0,5000,TX,662.0
906112,0,credit_card,16.5,RENT,85000.0,10000,NY,712.0
906113,0,debt_consolidation,10.73,MORTGAGE,250000.0,35000,TX,812.0
906114,1,debt_consolidation,12.15,RENT,50000.0,16000,SC,672.0
906115,0,debt_consolidation,24.21,RENT,43832.0,9500,AK,707.0
906116,1,debt_consolidation,16.6,MORTGAGE,59500.0,20000,CA,692.0
906117,0,debt_consolidation,35.56,MORTGAGE,145000.0,28000,OH,682.0
906118,0,home_improvement,8.54,OWN,350000.0,40000,MN,782.0
906119,1,other,13.82,MORTGAGE,114000.0,24500,OH,747.0
906120,0,debt_consolidation,16.16,MORTGAGE,90000.0,26000,CA,682.0
906121,0,home_improvement,8.96,MORTGAGE,84000.0,12000,MN,742.0
906122,1,credit_card,18.27,MORTGAGE,144840.0,25000,MD,702.0
906123,0,debt_consolidation,10.37,MORTGAGE,135000.0,10500,CA,722.0
906124,0,credit_card,27.81,MORTGAGE,75000.0,20000,WI,682.0
906125,0,other,3.79,RENT,45000.0,6000,CO,722.0
906126,1,home_improvement,0.81,OWN,22296.0,17400,AL,827.0
906127,1,debt_consolidation,9.3,RENT,80000.0,8000,CA,682.0
906128,0,home_improvement,4.35,MORTGAGE,350688.0,23000,CA,792.0
906129,0,credit_card,28.52,MORTGAGE,60000.0,16000,CA,677.0
906130,0,debt_consolidation,1.1,RENT,35000.0,1200,TN,787.0
906131,0,home_improvement,0.55,MORTGAGE,118000.0,25000,MN,832.0
906132,0,home_improvement,14.08,RENT,76000.0,1200,MN,762.0
906133,0,debt_consolidation,17.94,RENT,150000.0,5000,VA,712.0
906134,0,credit_card,5.88,OWN,450000.0,35000,MA,747.0
906135,1,debt_consolidation,17.02,RENT,60000.0,10000,OH,702.0
906136,0,debt_consolidation,12.34,RENT,43388.0,1900,OR,692.0
906137,1,debt_consolidation,18.07,MORTGAGE,49000.0,35000,CA,682.0
906138,0,credit_card,23.48,OWN,60000.0,15000,TX,687.0
906139,0,house,7.5,MORTGAGE,93100.0,15000,OH,672.0
906140,0,home_improvement,1.72,MORTGAGE,150000.0,20000,FL,802.0
906141,0,credit_card,24.68,MORTGAGE,125000.0,20000,NH,677.0
906142,0,debt_consolidation,19.2,RENT,130000.0,10000,NY,742.0
906143,0,other,9.25,OWN,65000.0,2700,VA,752.0
906144,0,debt_consolidation,6.36,MORTGAGE,50000.0,6500,OH,737.0
906145,0,small_business,11.67,RENT,40000.0,20000,FL,772.0
906146,0,debt_consolidation,13.45,MORTGAGE,185000.0,25000,SC,677.0
906147,0,debt_consolidation,22.19,MORTGAGE,55000.0,20000,MA,667.0
906148,0,house,8.07,RENT,86200.0,5000,GA,712.0
906149,0,house,11.54,MORTGAGE,80000.0,20000,IN,687.0
906150,0,moving,22.96,RENT,115000.0,3500,CA,707.0
906151,0,debt_consolidation,25.2,MORTGAGE,104000.0,32000,NV,662.0
906152,0,other,2.07,RENT,36000.0,1400,MO,777.0
906153,0,credit_card,10.73,MORTGAGE,90000.0,15000,LA,792.0
906154,0,major_purchase,20.77,MORTGAGE,75000.0,4000,PA,697.0
906155,0,debt_consolidation,28.53,MORTGAGE,42952.0,10000,CO,692.0
906156,0,debt_consolidation,13.44,RENT,90000.0,20000,OH,672.0
906157,0,credit_card,38.13,MORTGAGE,57000.0,16000,MI,667.0
906158,1,debt_consolidation,6.23,MORTGAGE,62000.0,10000,MO,682.0
906159,0,debt_consolidation,20.22,OWN,155000.0,14350,VA,802.0
906160,0,credit_card,26.9,RENT,58000.0,12000,CA,682.0
906161,0,credit_card,12.73,RENT,38500.0,12000,CA,662.0
906162,0,debt_consolidation,11.58,MORTGAGE,120000.0,10000,IL,717.0
906163,0,other,20.47,RENT,38000.0,10000,WA,667.0
906164,1,debt_consolidation,11.24,MORTGAGE,33000.0,10000,GA,662.0
906165,0,debt_consolidation,34.58,RENT,43000.0,12000,TX,687.0
906166,0,major_purchase,14.84,MORTGAGE,200000.0,25000,CO,687.0
906167,0,debt_consolidation,17.69,RENT,165000.0,6000,CA,702.0
906168,1,debt_consolidation,20.86,RENT,206000.0,10000,GA,702.0
906169,0,other,25.89,MORTGAGE,57840.0,10000,AR,697.0
906170,0,debt_consolidation,7.32,MORTGAGE,114000.0,10000,OH,722.0
906171,0,home_improvement,17.92,MORTGAGE,120000.0,15000,CA,662.0
906172,0,credit_card,29.47,MORTGAGE,47000.0,12000,NY,742.0
906173,0,credit_card,24.65,OWN,33000.0,1000,TN,702.0
906174,0,debt_consolidation,1.5,RENT,348000.0,8000,SC,717.0
906175,1,debt_consolidation,29.81,RENT,57000.0,16725,SC,672.0
906176,0,home_improvement,19.81,MORTGAGE,202000.0,20000,HI,732.0
906177,0,debt_consolidation,18.95,RENT,29640.0,8200,IN,752.0
906178,1,credit_card,23.52,RENT,25000.0,10000,NJ,722.0
906179,0,credit_card,18.78,OWN,124000.0,13500,SC,662.0
906180,0,home_improvement,31.7,MORTGAGE,41542.87,6000,FL,717.0
906181,0,home_improvement,8.84,MORTGAGE,100000.0,30000,TX,812.0
906182,0,moving,13.36,MORTGAGE,109463.0,5000,NY,812.0
906183,0,major_purchase,6.32,RENT,45180.0,5000,AL,687.0
906184,0,debt_consolidation,7.86,MORTGAGE,185000.0,12000,CO,712.0
906185,0,other,13.21,RENT,100000.0,5000,TX,682.0
906186,0,debt_consolidation,12.96,MORTGAGE,110000.0,20000,NY,697.0
906187,0,debt_consolidation,21.88,RENT,52000.0,10000,WA,742.0
906188,0,debt_consolidation,21.46,MORTGAGE,38875.0,7800,TX,727.0
906189,1,other,17.62,RENT,66000.0,10000,CA,682.0
906190,0,credit_card,3.14,MORTGAGE,450000.0,40000,CA,697.0
906191,0,vacation,25.83,MORTGAGE,55000.0,2500,AR,722.0
906192,0,debt_consolidation,26.13,RENT,27600.0,5000,WI,672.0
906193,0,home_improvement,1.46,MORTGAGE,74000.0,3500,MN,672.0
906194,0,debt_consolidation,21.4,MORTGAGE,64000.0,10000,PA,682.0
906195,0,debt_consolidation,3.83,RENT,80000.0,8250,CA,662.0
906196,0,vacation,16.03,MORTGAGE,50000.0,10000,NV,667.0
906197,1,house,6.15,OWN,44700.0,10000,MA,757.0
906198,0,home_improvement,0.46,MORTGAGE,89000.0,25000,CO,697.0
906199,0,debt_consolidation,13.23,OWN,39000.0,20000,PA,662.0
906200,0,debt_consolidation,24.96,RENT,25000.0,10000,NY,752.0
906201,1,house,9.57,RENT,33488.0,15000,NY,697.0
906202,0,debt_consolidation,2.51,MORTGAGE,165000.0,12000,MD,822.0
906203,0,debt_consolidation,18.74,MORTGAGE,102000.0,20000,OR,702.0
